"","year","month","day","date","Brazil","Canada","China","Germany","India","Iran","Italy","Japan","Russia","Saudi Arabia","USA","World"
"314","2015","11","10","20151110","34601221943375650816","54878553418500849664","57559632938097573888","NaN","22676906006399205376","9745829693652971520","2.161292338684e+18","3951381264087714304","86698247439240773632","8298718162217402368","64681125278798397440","3076483898291934"
"315","2015","11","11","20151111","36642333062707617792","51109585165662830592","56085405265711202304","5658104210576445440","21165252048245792768","10548639199364108288","2952265322872176640","3975979060210762752","94296199340090785792","8751463327281917952","62752641098064945152","3105954830974935"
"316","2015","11","12","20151112","35804732779329613824","47794538351095562240","59194397967525502976","6450328251855154176","21663526191070167040","11099594551456780288","3238468966672353280","5432532127218593792","91713558080077103104","8579596421909755904","54865418805312618496","3105252041926738"
"317","2015","11","13","20151113","35139721657674293248","50287678903718772736","65938894521894838272","5250728026049518592","20020832776092442624","10753142564136269824","3030800904065295360","2545055951175898112","87600463306197172224","9030805292731150336","61103253355766251520","3106496414317584"
"318","2015","11","14","20151114","37147167682518728704","54505200226325602304","72471301453081862144","4061786611657214976","22203354958475730944","9487587036597471232","3105541283846657024","NaN","75572065591621910528","8710076092390920192","6.237071466129e+19","3103174535879334"
"319","2015","11","15","20151115","34540290148750254080","56960656509036724224","55174183270785712128","NaN","21280397003565764608","1.0708451543341e+19","1909239678230331392","4010481663536879104","75532684825322094592","10099122488789518336","58912605980202352640","3099833149285317"
"320","2015","11","16","20151116","34697974263969595392","57687750076296945664","62975346851433136128","4531297200515041792","19757554310111195136","8439960955712611328","2324767940738262528","4255584672905477120","81538868120734711808","9286539653611100160","54841017193992323072","3126774174625523"
"321","2015","11","17","20151117","31552740947105599488","59826945365231501312","53268891165994098688","2355050521464668160","23148867131085643776","9333657676987588608","1563748031330429440","1960958538157613824","80300992615514587136","9489138617872656384","52847421898444357632","3131200336253740"
"322","2015","11","18","20151118","34572126090999517184","55225515923954155520","58483719742598479872","3907373162258527232","22061270077590491136","12434051903445094400","2216426919766203392","1715857034887520000","80625888776341848064","9733591596338354176","53479765423477170176","3153379996671176"
"323","2015","11","19","20151119","33726479710060142592","4.7779323419991e+19","6.1000655628348e+19","4574072247848796160","24114044037895237632","10045295600748482560","2852050868332528640","3246966119877779968","71826825449170673664","9472761679470538752","67479142054947430400","3144389754236126"
"324","2015","11","20","20151120","3.1329366008528e+19","58011592250396434432","5.6613346862267e+19","4185882170908093952","20635059530429902848","10813136015824334848","2318663158418739712","2291250162744924928","82515175816551792640","8712620762533482496","72392837706442579968","3152357637359095"
"325","2015","11","21","20151121","33944342845783646208","54445323883427282944","57691304957424107520","7865418517074411520","19961711783311478784","9359159033620322304","1999460019085385984","4807861781452729344","78974026535091699712","8591227350361253888","55337628034808291328","3116563632449550"
"326","2015","11","22","20151122","32196720864263426048","51394003747702366208","47955220539128233984","2283865743606569472","21595234729542909952","11890795461260701696","2773512590482362368","2652402110468226560","83880707317469904896","9277155686354020352","54357071665227096064","3119571123424252"
"327","2015","11","23","20151123","34324281995339780096","4.0585457985419e+19","49751836763587411968","5153885198568921088","20069031752554590208","9187770483789606912","2109285014195432960","3117390248711372288","86417791272176287744","8769979833421232128","61951906086234931200","3143757178271253"
"328","2015","11","24","20151124","32219465867513774080","41078747870461550592","55768112455438295040","5761741556372090880","2.1025633540423e+19","11710740181073352704","1182852694232356096","3324244335182964736","86451327646054055936","7950724985561955328","68494256093379493888","3186387432545719"
"329","2015","11","25","20151125","34402207140443676672","5.2174990671652e+19","55985579663758909440","5315380365179204608","18500499264480710656","10307269652749223936","4768259624189315072","2317538554914893824","92771101394491064320","8526775698470055936","6.8637541994306e+19","3240788301270704"
"330","2015","11","26","20151126","34984894198090170368","50982124532084719616","65146989872606535680","1500375013589355008","22433623070072266752","11125040725691463680","3815456036559053824","5428495365362533376","92856185452387860480","9261556246762598400","56006461028058497024","3331844952216146"
"331","2015","11","27","20151127","34320043575484727296","49794290396708093952","83019852081964630016","7379218554537655296","20105940780100194304","11313348536928538624","3688481993751426048","6492186518831831040","97404739937944518656","8573877548879676416","4.8252259887671e+19","3353791544756882"
"332","2015","11","28","20151128","35749544774365118464","49939636780430467072","6.807450700994e+19","6347059787182140416","20894367771262709760","11741743484681293824","3881284179400840704","6326776374276845568","9.3532059801135e+19","9044801282667492352","52038084005597470720","3386328588317754"
"333","2015","11","29","20151129","35561876155819274240","4.7653645755096e+19","69111004939634655232","997166732015757568","18467348971782057984","13632290870162171904","3386782975716093952","3886931601374274048","1.03065554683523e+20","9248030516355293184","4.4930141147551e+19","3385247652589877"
"334","2015","11","30","20151130","35753168136279502848","43626900020623360000","69462432901319303168","1706145775437742080","2.0249564361542e+19","9411940416238802944","3543756391523864064","5935724599007200256","1.07989457742717e+20","8917852210464429056","46003174311676059648","3364352437113986"
"335","2015","12","01","20151201","35558497605022117888","52961058355177684992","47109482684857065472","2124158603898928128","21287272292908421120","9932873039042191360","1888802574870511616","3613962727039085056","94389031295428247552","9936663205860902912","49067172522150264832","3323712166755629"
"336","2015","12","02","20151202","NaN","NaN","94145689695353733120","4221484360894774784","18810755236013928448","8359345502954569728","3645480264589219328","4261069681890634752","9.6949529823694e+19","9649836928746921984","32037506307243773952","3449441870619469"
"337","2015","12","03","20151203","34955059594435756032","43609287121535934464","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","65843594983997464576","3391231731039460"
"338","2015","12","04","20151204","35435891587969515520","56292498022234431488","99368245397756772352","5657519662465005568","22264357324520796160","8781860260701358080","2893425120768582144","5604451213309791232","90717820812636110848","9394136725357955072","60719643918035402752","3343755069097308"
"339","2015","12","05","20151205","35527334206911426560","56259788626815721472","59938168936574189568","4115072960251504128","24042210393433055232","9681646451597174784","6666194305576500224","4453851263179992576","78910662524941549568","8927060343752807424","62911250053213396992","3293564467655914"
"340","2015","12","06","20151206","32979478362073255936","67276753260328509440","1.06151213598282e+20","4769268032392737792","22492141092588138496","10059712906715672576","2399187098351447552","2524598115563984896","81621217751726473216","9100775303658345472","67007349356381569024","3343263466089496"
"341","2015","12","07","20151207","34357162473157615616","52682165778675810304","81512728777770450944","4013767957197841408","24113435905039839232","9156864449183699968","3231886330938689536","4755134444198011904","90232529727394856960","9049631407387782144","67530801685313716224","3330592773055428"
"342","2015","12","08","20151208","33535885788148338688","44279732757803139072","73833010441951592448","6646167138929144832","24412049653516685312","12865413250137839616","1918525515641075200","2740238983941324800","97050397449110896640","10045260293223251968","70979885770559373312","3369496677810394"
"343","2015","12","09","20151209","34384679250663501824","47570891261848100864","59490508632130355200","6522630193190719488","25216176889152532480","8819124666723825664","3256469017190635520","5020679980465854464","8.9182742050196e+19","9786874638428538880","59965931238842802176","3393636997939520"
"344","2015","12","10","20151210","3.2379947033948e+19","43397156525110099968","51573967070810243072","4414793569349868544","22792389334007762944","10531877843327338496","2714336045920903680","2095032234560978944","80938329360771137536","10787862818691313664","73436200722650931200","3419351001392949"
"345","2015","12","11","20151211","34121321290378629120","51478787584615276544","95241203306023108608","5308128282518030336","18646560493917224960","9690266061778939904","3926433913672762880","9805105222828163072","95160439695122907136","9909849457413220352","62144768945361272832","3453153014211998"
"346","2015","12","12","20151212","32460686002008350720","49052681894182903808","48174200651625783296","2960513832408404992","21341470331772149760","9935656797907752960","2610061476508379136","3211792736487211008","76694133710966489088","9479210856959567872","55599661023237939200","3421822960032442"
"347","2015","12","13","20151213","32275857746403508224","45435085064675205120","62710377115301609472","722010209394822912","20257453647910133760","12476849286997227520","2137802502876728576","3151061998247141888","90908439620051648512","8639541206537077760","54272975073729085440","3444280782524271"
"348","2015","12","14","20151214","31878766919663276032","46292833444127375360","57404098469098381312","5311949798599926784","19431474501862817792","9746900330526181376","2811563374558726144","4285613304961515008","84025297869662289920","9134724464927735808","56029861527586480128","3415903830274828"
"349","2015","12","15","20151215","31915335977543573504","49298706302027161600","90773263311634464768","7848229936215369728","20360570455190470656","11677369779270090752","2282723394546233600","3534672133151720960","83517001878784737280","8874966920930337792","56383577753933373440","3463609811121106"
"350","2015","12","16","20151216","33060680296087089152","39250990185939714048","84617364138612899840","3496460897349756416","20962381314418192384","8485448062117404672","4402325791296684544","11009599593905127424","90572178547717144576","8105488095053435904","5.7502491628153e+19","3464812201738434"
"351","2015","12","17","20151217","32312449090895089664","42427689244234563584","74721489153462616064","1572472537337499392","21066803230267535360","11446033586837796864","3141758237262323712","3492693931581912064","97325755000229363712","9292228089302915072","58141407680961765376","3470991303203754"
"352","2015","12","18","20151218","31909263125585604608","4.0214530605538e+19","1.30992772802628e+20","3898877292529903616","18991904846364315648","7509972985613219840","4127238070194424832","4303164746058712576","9.8929849232824e+19","7566791199582904320","59104024900588642304","3540508857814955"
"353","2015","12","19","20151219","3.2107366422184e+19","42373636194530869248","74510181425068261376","3187854057209994240","21804100108961472512","10039162449963823104","1446979112176101888","3002512569123471360","85135733757388095488","8185083911577254912","69097586593123745792","3534004474137768"
"354","2015","12","20","20151220","34096709585753415680","52755177724540264448","95027642748588163072","4851351807913128960","2.0703844090841e+19","9283136840633909248","2608253753764931072","2422542905724771840","1.02116205257383e+20","8515053523054139392","57950102330107543552","3502893910918772"
"355","2015","12","21","20151221","31841007020475748352","35712980551157108736","67599862484027506688","5669909747388774400","21866693404255502336","10361447121267073024","2111003679425079040","2517407429348556800","84613204100393320448","8573351414151803904","50541803728686260224","3475584568182310"
"356","2015","12","22","20151222","31399028635940265984","37178161896717549568","59942530591383355392","3139574389009656832","20567907375040819200","12473477605887270912","1948287123791400192","3120019456035351552","93120840306019352576","8831191190966622208","53582425651106299904","3446463261763102"
"357","2015","12","23","20151223","31877066507376893952","34087107386764308480","6.5128650560457e+19","5341637461875245056","22203970364696403968","9307925672994826240","2855971453440209920","3031986191697182720","87594876920582602752","8305941537186084864","45281407529724895232","3437825119202790"
"358","2015","12","24","20151224","3.31341941041e+19","50331885089319198720","60066561492954931200","4527800254252193792","20590032338191876096","11979469338973177856","2170921701663344384","2871891136784721408","9.2377370122555e+19","7508845856620360704","45540607235367886848","3433086752404928"
"359","2015","12","25","20151225","31720123132586397696","46275184043217059840","89898046470871138304","3187751480300504576","22160992522089164800","9040003619212867584","2391419279391927808","5223815392132980736","96630456592665133056","8785225369168357376","45851187434484359168","3433764326011227"
"360","2015","12","26","20151226","3.0865650431472e+19","49213785148755140608","57130758813224706048","3156465497416889344","21842652393809903616","12155845153181431808","1441495068854428160","3750294374040956416","86685445905507155968","10205277672937762816","40211186614367297536","3417403078810094"
"361","2015","12","27","20151227","3.0079302854431e+19","42592431104928071680","89748683653425233920","3148027347706679296","18495097213281923072","9148648673758826496","2375702739909677056","3505550450202498560","1.07141249317041e+20","9620175810803654656","44886199120173465600","3425638704695046"
"362","2015","12","28","20151228","30622869438970773504","36896030180012302336","62640037778156699648","3441213046213574144","22782789298601123840","10529774557994708992","2858873235169969152","4483962008325665280","86710053265625120768","9034404568195728384","51981308695404486656","3435080971622810"
"363","2015","12","29","20151229","2.8511548661182e+19","4.2638545690846e+19","94162235031357816832","8174281202698475520","18469980412458463232","11172800420610310144","2691674118446304256","3713169955303108096","92755154289757274112","8.592415356172e+18","50569831320344182784","3449625552503982"
"364","2015","12","30","20151230","28341715036362440704","41615811186082324480","80060470883760635904","6046574523913905152","23068439414264164352","7336002623635494912","4350768993487529472","3988030924954743808","95892889046596665344","8545986846689564672","4.3886274187341e+19","3430055419746428"
"365","2015","12","31","20151231","31647298281082331136","47689041654978347008","94697148598736617472","5752059275543244800","21519489084173578240","10593084175980576768","2689125394771388416","3428737886303647744","91688378574831140864","7996813898735260672","44377040370570346496","3453924214763435"
"366","2016","01","01","20160101","32471152382341758976","43294570234013810688","82476886312324595712","4733640339196531712","24560129524703911936","8574298135109878784","3378180963953236480","2881140772990114816","7.8195003111412e+19","8331532214565537792","47287086871579148288","3399962419396272"
"367","2016","01","02","20160102","32531194954413907968","42802854295661314048","72670191905386151936","5234960634356957184","21627011472640270336","8746158076504497152","2613261169829347328","3833566437952814080","8.5539662693951e+19","8786894786120028160","52605982771960070144","3350009231294776"
"368","2016","01","03","20160103","NaN","NaN","95364302199810818048","3539192154628963840","20173619797999431680","9778980908211195904","2923891633162074624","4320960869688140800","94983790084323098624","8361601351444080640","28964348914743906304","3541662716652387"
"369","2016","01","04","20160104","30532577741899489280","46421781156109623296","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","61243111655680376832","3498457549569926"
"370","2016","01","05","20160105","32380263739964776448","44713732823036338176","62095280583455088640","619807025055458176","19343620533330583552","9047183589350263808","1902430451639008512","3.903819243445e+18","88499853280101629952","8742356832158766080","68686250476766076928","3335915437966228"
"371","2016","01","06","20160106","28192081105400299520","39790104032090537984","60978088160853598208","-295467340666126592","22259033949213057024","10717016221744721920","3347980502188409856","6572602776784732160","73971100952389926912","8660102637035988992","59010238685355515904","3318352448258596"
"372","2016","01","07","20160107","3.0204181909768e+19","39231726124922822656","77036994874845724672","7.054819779926e+18","18457740023351107584","10646452419310252032","2004656697933027584","4517172101354547712","96227046689669464064","9396204879864590336","75244709934791622656","3328939284398116"
"373","2016","01","08","20160108","29453481798894608384","37332436980277510144","80469417795425583104","5802367132721504256","2.2373926750521e+19","8035147328956747776","3656498172367303680","8390336415711127552","82303855085406535680","8888436453529609216","46469560854462070784","3305352661805430"
"374","2016","01","09","20160109","26739011569720606720","47904616890154377216","79658401010582290432","5852489270401803264","20556145725146595328","7882765157458848768","1949325507590764544","2932526358827468288","78911622794926833664","9200512347424488448","46732683915320197120","3305762909850939"
"375","2016","01","10","20160110","28450372339353649152","46024262146366939136","81787503795701547008","6181478890687778816","19744397886451302400","8470036351054459904","2526540686991383552","4336416435214881792","1.00852823950876e+20","8957189637135666176","48980854211357065216","3302683123691658"
"376","2016","01","11","20160111","28308646793437483008","43333930811754168320","48477660197944442880","NaN","22417631695569481728","9599653524939487232","2360908699052878848","4308452831110920704","1.02759457276842e+20","1.0341544674022e+19","6.4776966163355e+19","3299059852825607"
"377","2016","01","12","20160112","28473668153754664960","42887267646136238080","78752560250187825152","6609985661272758272","18925674587363368960","8836150139966244864","3356045749393574912","3920441144170286080","96098908392315764736","9886959766796498944","52940231073278705664","3268242672605395"
"378","2016","01","13","20160113","2.6946128902402e+19","39281352442281172992","50514998043513823232","NaN","23071554864828248064","11906029061640144896","1778568855414893056","4747745899276931072","88927181463233347584","10214827052283566080","59962700331259478016","3269361491860467"
"379","2016","01","14","20160114","26423294929633075200","3.728570782384e+19","88325790781581508608","4977431070766714880","20526187420223930368","10222439991352877056","2142176807521510912","6153335332390137856","84806664494118404096","9426650831469600768","5.6208834028814e+19","3299105182986136"
"380","2016","01","15","20160115","2.7397483264272e+19","30363606729643720704","58779570479258558464","6765346728478856192","22919659557532172288","9795191916747016192","3535041056279314432","5418622676733281280","92547153316761059328","9060193902139290624","45329136904438456320","3210039582445518"
"381","2016","01","16","20160116","2.6516828654196e+19","29849786193222664192","62861679661070082048","2807397671080296448","18215704322309462016","12040823143578888192","6979342174976802816","4135703500052790784","1.03427366484689e+20","1.0057655444796e+19","49955824872266186752","3218516221219090"
"382","2016","01","17","20160117","27452739616672526336","35979178034402136064","76424348277623390208","5275563466717144064","21196509905741086720","9136880524070502400","2.926621205215e+18","3168462571602911232","8.7811195396593e+19","9342619826924177408","51692561390374649856","3222504611028867"
"383","2016","01","18","20160118","28421993630354251776","39257783870134165504","58126986089055944704","8483202997710176256","20245540602616602624","10379473048405942272","2753585770433347584","3409912157240719872","7.6109977086595e+19","10081815302874761216","66469835495576543232","3199018854886796"
"384","2016","01","19","20160119","30982368888071766016","44454372702493908992","1.1075330895083e+20","10513364140642621440","18237758426061365248","7762470326358909952","4886939065354377216","6978341286847044608","82019749315115696128","9165501601017025536","68864266454320947200","3290938009175268"
"385","2016","01","20","20160120","30016828571527434240","37504773716360732672","49053824722024144896","2131469620173864960","20147188869253713920","9560358490805815296","1424484812334800640","5042546407890148352","89482480399274672128","9961944941799473152","55376389522643656704","3221312713846247"
"386","2016","01","21","20160121","29678956742321246208","33953409713469677568","80301072060645900288","8083592044557107200","18658359574115139584","9130600093905074176","5597972951533512704","4544749892042124288","1.02264736509319e+20","9844247281039134720","60296148410984308736","3264937555191146"
"387","2016","01","22","20160122","30255336995544436736","32784237192280604672","48276726457658163200","9666564329367883776","21186774839206551552","9433145883137259520","8567045326671111168","4956119745950531584","1.02268320396494e+20","8432830981173109760","48897162650147381248","3183530883562072"
"388","2016","01","23","20160123","29526962203674185728","36772655378329804800","6.2136828857402e+19","2375662611161269760","19446819960056381440","12373894170240374784","3884740828272815104","2633425833364029440","1.13652065425207e+20","9004639252519482368","56898521484717424640","3188926888635765"
"389","2016","01","24","20160124","28030222345506304000","38314096321610907648","59413783751886790656","4885173173800840192","22582426719116357632","8042300174811128832","4113790863997292032","5853430445810647040","1.07355179951374e+20","8652342526607212544","6.3035300376167e+19","3192623845652688"
"390","2016","01","25","20160125","27719557522448314368","41879331143252697088","68111929226243448832","5458577718766928896","20840993041467744256","9194569924211283968","2168120250746362880","2743183401307352576","1.019390397338e+20","9271874763595208704","64214261515844493312","3213127470664214"
"391","2016","01","26","20160126","30929877580598747136","39687733460320059392","84708587226608517120","6253333517320589312","22698000768078254080","7922891500460966912","4836358827463589888","7262002538516221952","88434761679379300352","9213118692458049536","43435889716573175808","3200076471772640"
"392","2016","01","27","20160127","29190005445488390144","40642730112078266368","64712920200633073664","NaN","2.2758193117912e+19","9604416096483350528","3173961439346480128","3026923371467432448","70709409511092535296","10545611753010927616","61503687225161809920","3197257904561796"
"393","2016","01","28","20160128","29713937777580687360","44579729133321895936","96257453115701919744","5883583932802957312","1.9607774452829e+19","8600759068643241984","2572344589154152448","5734752670534049792","84312181336863588352","9904376072460275712","66588516369909268480","3229233193840424"
"394","2016","01","29","20160129","28170737571969376256","44541747588148715520","64251052829468680192","4612018748009891840","2.2846282336686e+19","10480746301553809408","2702354382729498624","1935963075735715840","86923219735017701376","9.32834620436e+18","60216524165751881728","3193858748663286"
"395","2016","01","30","20160130","27876786943442726912","49933771253132500992","64535653180829122560","5087361751695154176","19047212491777888256","11363335552800202752","1780751792442127872","2237560827198983168","95238418640567484416","9722988332590854144","64690403348067934208","3138749751461610"
"396","2016","01","31","20160131","30092347416418246656","4.0484691932137e+19","52317925194301390848","3027296325503398912","22412370383114600448","11106572260887701504","4001201049662349312","3348841663819677696","88755810336293486592","9197592626060492800","54640262631002292224","3134415076822564"
"397","2016","02","01","20160201","29531674872444891136","4.6806611343033e+19","69628201114123509760","1067433109345009536","19238289742414458880","14514600028630718464","1779806459122864896","2215629112673232640","87715933784207720448","10538086015847489536","54211730251216650240","3121348287190756"
"398","2016","02","02","20160202","30322506723848699904","45318469127954587648","79074066079573852160","3669347173165571584","23985596525874466816","9671943168843595776","1966816523745890304","5505741036980467712","82985482377409478656","9416238349672173568","50733570999460388864","3103667465342548"
"399","2016","02","03","20160203","28949172145930723328","43420837180045582336","70183974022212558848","3763275788345983488","21321441934520823808","11913531251010504704","1789254841633881088","2860322601448920576","82730192587481088000","11550149912528566272","54453119229277175808","3086428150314438"
"400","2016","02","04","20160204","NaN","NaN","93139366823489503232","1602127371100487680","2.0218573633334e+19","9771285678228924416","2196589953577818368","6177857733400257536","88726419294976688128","9404689781903919104","4.2973169752225e+19","3276943221909603"
"401","2016","02","05","20160205","27989739909360435200","46027966120469471232","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","64041766565391065088","3177875937954541"
"402","2016","02","06","20160206","27646963205348392960","42098552250078429184","73790776593140793344","4350503675291183104","20079430224534609920","10720806076767510528","2441606422917923840","3336152338570567168","1.09767825374053e+20","9047869569852018688","65763404808465801216","3069040968503016"
"403","2016","02","07","20160207","27288006574364680192","32388003694025740288","55702245361456234496","4168951763229152256","24661812129410940928","9240199672047331328","1499825174090575104","3503114002101236224","1.34940423316548e+20","7929407318232912896","51482118193684881408","3051236388099165"
"404","2016","02","08","20160208","27641628037991317504","32618971570457260032","58775206148167516160","3973082049713711616","20064355162359775232","9358416991841222656","1594676651309682432","3750969121615205376","1.32084850219666e+20","8919101811538352128","48004470508460572672","3047408322816902"
"405","2016","02","09","20160209","27278725420938055680","36939325475614343168","60141054187433771008","7239050328811765760","21505234781972783104","8797708323577097216","2021639312472763392","6031238113691065344","1.10585368065628e+20","8156131811391561728","42407103123394297856","3001902112613972"
"406","2016","02","10","20160210","27779644222887682048","37026339329483440128","65562369782454902784","6203681172952734720","21698493298883334144","1.1073190034829e+19","1947711322880070144","2481268403230328320","1.02761985341555e+20","9656715185312894976","47242568745416474624","2979246369120692"
"407","2016","02","11","20160211","28892845798259056640","42350176380343607296","59422327151917391872","9253595437154670592","21687830094791401472","8131811271377278976","3370742673641168384","3540325692575225856","1.02491057840189e+20","9000784759542303744","53286859068045778944","2984837557079690"
"408","2016","02","12","20160212","2.739852567894e+19","41660094454778445824","51404077106663260160","8940711328995170304","21308539257396932608","10400603871500578816","1495159659628767744","3920967647894850048","1.13593874545287e+20","9458364998889033728","51619354717796417536","2972461576536713"
"409","2016","02","13","20160213","28167725784681295872","45656192950305374208","43940065012349067264","8368328622902392832","18033400377979615232","9549226504466227200","3420189582490450432","8348986582425927680","1.12731215178099e+20","9077134262305398784","51314277230869856256","2944104346434858"
"410","2016","02","14","20160214","27875617331866865664","45795230323495665664","48466193211508924416","NaN","21812612540996284416","10793451771345362944","1982223584281764096","4301334319857355776","1.02336027972382e+20","9625087944703023104","46984533305233399808","2932575346731754"
"411","2016","02","15","20160215","28264221418907947008","47009753229169147904","66863699354636500992","10124931440219604992","19043310779900510208","9167646289696579584","2425712881348231680","3619856320806231040","1.03189074613953e+20","10115592483899101184","43216379941521162240","2955100214160469"
"412","2016","02","16","20160216","28777916919773507584","4.7397383728456e+19","56155691971839188992","6456105368384125952","22713040026943750144","10927987803603525632","1834623862091179520","5561575344175353856","95364537063518912512","8719845862627273728","47599386999207821312","2975533021750070"
"413","2016","02","17","20160217","28605319285762371584","5.1737735180862e+19","77852133044328873984","6234873414366752768","19463471114732908544","10510808232459710464","2409226351102795776","4591582483400622080","95337373706871439360","10769745183644205056","5.5180035324291e+19","3009117140574047"
"414","2016","02","18","20160218","30428991327634870272","50304326484797440000","69286745884701073408","1.0017639802056e+19","23583396359304294400","9384269992963661824","4122623720407748608","5625621304052292608","9.1228361883693e+19","9093101199371929600","56226356014784626688","2986296730219836"
"415","2016","02","19","20160219","29105076784984821760","47866607808028442624","73038179737687613440","4586681045247590400","21965346613761482752","10458379494373496832","1862103346469565952","3153339266298281984","84979318866001674240","10892836177675651072","5.624664981989e+19","2974057197046052"
"416","2016","02","20","20160220","30139900509881364480","51425849753834708992","97922208434098847744","NaN","19870952960858247168","8696980000141161472","3265828913211835904","6535044705120419840","87437897224950693888","9394241322406580224","5.6556782530115e+19","2968017067219210"
"417","2016","02","21","20160221","2.8634773445042e+19","5.205917021569e+19","59221827663271591936","NaN","21799908834473676800","9353251974526715904","1386978951269012992","4063585749454174720","81356695383221239808","9725478145798748160","57392051607961305088","2898545417060045"
"418","2016","02","22","20160222","27563137122368061440","53719844797684260864","71374300907278696448","4294316643749493760","18736915147790618624","8563787988591819776","3109419299946263040","3628463503497731072","82894029060376854528","9045088076081790976","5.9155751685981e+19","2876138688502494"
"419","2016","02","23","20160223","28010030755896909824","5.3662626354179e+19","59968903126076383232","6843208003932699648","22507515898038620160","9458412698744459264","3617070778050486784","6241618055611488256","80545697574770622464","9703794157625585664","54492525462467510272","2864294808006808"
"420","2016","02","24","20160224","27230104519591419904","51066223407423438848","8.4891614479745e+19","4968502205283651584","19905877696318836736","1.1796640761053e+19","3059283459058554368","3184201806453132800","94685978892718309376","1.0370685903083e+19","57137416552787763200","2887443837756740"
"421","2016","02","25","20160225","28192923619980103680","51870280453787877376","71382064624640647168","10241900291432259584","23703883753043947520","10974314239517523968","2284355471073982464","4614479373037688832","95039115761421238272","9514093285678176256","62030306525052297216","2883265283990791"
"422","2016","02","26","20160226","26785421825547051008","5.5258905728351e+19","78114379789650231296","7838931457813535744","20770882154848280576","11487754460011866112","1573529573588817152","2967850781762737664","1.00384282719274e+20","10174759166486740992","63332052717077315584","2863727238328426"
"423","2016","02","27","20160227","2.6916333367073e+19","54012498313237512192","82871060956133539840","8069664508401828864","22551035682496536576","9141810729186660352","1976151058828754944","5034437586419345408","98926065996076892160","9675689460234815488","59485322285095108608","2831086610926518"
"424","2016","02","28","20160228","26593755771564945408","52974102225358151680","59388102526095736832","2851807288306560512","22398149466473095168","9134775955085044736","NaN","2896835565095383552","1.02151577208181e+20","10956698454114584576","59355022413381607424","2798432739304836"
"425","2016","02","29","20160229","27135136483013689344","54825178592890241024","84963170586384924672","4138085187137954304","20665863091698311168","10023135933720107008","2681787072327799808","3849334432754302976","9.9316000631182e+19","10278922053325656064","60104036417050648576","2810494892212600"
"426","2016","03","01","20160301","28473129324921741312","54083406008460386304","66702568139507613696","964875423024914176","24067561868454838272","10414183469867640832","2257264214103596288","3777011572159070720","91265883425788379136","10310453488603758592","58564415415958102016","2754576207160317"
"427","2016","03","02","20160302","26969424403420663808","53284895252621852672","90141548730554515456","2739412259373929472","21354281105802813440","10701518780905723904","3255855390994124288","4937133025372635136","89194851725324075008","1.0669854363045e+19","58695030338522816512","2767962354796316"
"428","2016","03","03","20160303","25311868124267663360","54279223994730356736","71529415812636459008","11236654196193230848","25279697357231620096","10566815315059124224","2821689224492642304","4485345004388789248","95745883467175215104","9873103320151621632","55863103110810755072","2729372949738974"
"429","2016","03","04","20160304","26481105594601136128","55541723437017899008","69899888357118640128","7081002959318438912","19804863761717538816","11485592170949263360","2809416380992513024","3746923585068370432","1.21873660812112e+20","9667803089205127168","56144334651400265728","2748927836704092"
"430","2016","03","05","20160305","2.6877827516608e+19","53023490962006376448","7.4766110193762e+19","4120585803238885888","25925992033238761472","9770264155424147456","1599631811175243008","4805206855175372800","1.39600377786975e+20","9133744046648427520","54731824421299077120","2770307068652860"
"431","2016","03","06","20160306","28286976611809759232","53400457937968898048","67153472521747693568","NaN","21690667329096159232","9483482935551244288","1987744892755692544","2884359268646962688","1.29258918805107e+20","10692646352380463104","57653607909356642304","2771644422887172"
"432","2016","03","07","20160307","NaN","NaN","73597674852930437120","6355887232022515712","22113943052972138496","9287415485467539456","2703062048369911808","3941489413293691904","1.27809066276169e+20","9837276872646100992","46056624680863563776","2902020523161580"
"433","2016","03","08","20160308","27937738316104724480","54872498264022466560","NaN","NaN","NaN","NaN","NaN","NaN","94026784197511479296","NaN","57067258857894723584","2646283279671266"
"434","2016","03","09","20160309","27058916073875619840","57030059039227658240","72344636723823050752","7987614208688814080","20942660893075931136","10149848619284475904","3016984649085923840","NaN","1.19915349504847e+20","9789441238128553984","5.6969344396476e+19","2746535573429150"
"435","2016","03","10","20160310","2.6521449516874e+19","5.4559130832452e+19","64774999738175102976","10514752404817469440","25840172428533391360","1.1014098913167e+19","4163098102861068288","2475700030142989824","1.1625242306882e+20","9375784737286055936","56257332958098604032","2706889350224873"
"436","2016","03","11","20160311","26921005931407110144","55638883999805390848","99586649320469463040","3072163062185506816","21517700464874135552","11091601440873185280","2341523118173798912","2716427934102938112","1.23159692017013e+20","9388456441340952576","60719403581934821376","2744314017357184"
"437","2016","03","12","20160312","29026136196006244352","53192945815447740416","79700873526007463936","3714093227536547840","27451161707042086912","10190838120074647552","3490294614121508864","4506760706085586432","1.20865556105421e+20","9169131391321640960","54036408788339163136","2680007125138185"
"438","2016","03","13","20160313","27075645235074600960","57078998732199485440","74569288978853609472","2475489820247576064","21842075291925258240","9522501611663876096","2220174294683517952","2482470446285943296","1.2097837292848e+20","9730361835774859264","52301344796862644224","2654733512173666"
