"","year","month","day","date","Brazil","Canada","China","Germany","India","Iran","Italy","Japan","Russia","Saudi Arabia","USA","World"
"1","2015","01","01","20150101","29458814464162525184","23633800632917401600","56472292772898332672","6728462680222836736","17109955301770641408","7859438323306549248","1084792781318477056","3710159196576739840","90373577764700110848","9057301609325651968","5.076218857731e+19","3425052403291743"
"2","2015","01","02","20150102","29658436910283415552","31099343414825316352","1.06425765308246e+20","3993606592595330048","15624735679319257088","8422370057380174848","2229384212054654464","2858388130447670272","94872462009449086976","7663758280250976256","48128776055509450752","3475970175251191"
"3","2015","01","03","20150103","2.9174318661223e+19","26491758036548902912","75783746058324099072","1893474592547143680","12556472581730289664","8706804813061259264","4628486266347478016","3441605639222816256","74755692404978597888","7276458870397429760","36214495265522204672","3370543274829552"
"4","2015","01","04","20150104","29319820139163435008","28819031662536294400","1.00785198358517e+20","2600509306759544832","15531139908429273088","8286792992916335616","2675806857841883648","3345210910353238016","97947769252463067136","7941836703708450816","40934037943089750016","3414335555786840"
"5","2015","01","05","20150105","30359069646236733440","31195215911469154304","58555994970512285696","5691765955725515776","16615165956810061824","8862657677210156032","1987381051496572416","3959881482986780160","79445901151493799936","7533608437651465216","55836890966379102208","3395663561458462"
"6","2015","01","06","20150106","28357411203408486400","32479087973198397440","5.1463257325845e+19","5344340499959567360","16983102649431877632","9233515286886815744","2311558467242953728","5467201198183764992","85888381355011833856","8746023987869663232","54087065537855758336","3374874645847784"
"7","2015","01","07","20150107","29731725239230074880","54259233850830274560","1.18789959418503e+20","4049669633937809408","18964215118639210496","6948649177317882880","1774934785606760192","4496513628958951936","77603985559752884224","7516300198369124352","46348239359719505920","3437948754650280"
"8","2015","01","08","20150108","29162733798496628736","39844488953238593536","71254077934969856000","NaN","18225788982887831552","8013905431882567680","1544267162266184960","4406137164041082880","80011770107188609024","7984885226198109184","61968573059389145088","3428528740695868"
"9","2015","01","09","20150109","30760436550614294528","42473712552555249664","1.09785007709232e+20","1335718142326253056","15921439618445359104","7652728760572694528","3615692784339445248","3857679200003677696","8.7083911221042e+19","8083544454582183936","57259037014203408384","3439542334986576"
"10","2015","01","10","20150110","30874442823656640512","41393023402304937984","59729121007869337600","NaN","18933948044211326976","9292951582848157696","1485829312767930368","5843473553267904512","83412637989314592768","7657190643532802048","67210434983338385408","3414617769775300"
"11","2015","01","11","20150111","31339696904941060096","44950109852394504192","90153327756015140864","2364781073979547136","15790691940436813824","9384333878274469888","1.624149180732e+18","4254091867947456000","91381879964552167424","7818668156643570688","52768021818474602496","3410783479091000"
"12","2015","01","12","20150112","31796554761141153792","37246257581190619136","73667645031865688064","3174871095920558080","20224067299683459072","9912159423107405824","2630154112444354048","3175590352428226560","85409320644329472000","6703573027089684480","4.5807859589857e+19","3378743235554881"
"13","2015","01","13","20150113","30384688190454603776","3.6490390475858e+19","85801937836015108096","3877451132079616000","16162452567795462144","10107440482174664704","2521403837843354624","3012660609558090240","88284292377412403200","8027623020604737536","48707388402535866368","3359730184794888"
"14","2015","01","14","20150114","30978093299856404480","37319323457571659776","61378731933786841088","2836905444332325888","18622195641718169600","7317847897073534976","2633558871910137344","7034600911082339328","89936484375408164864","7402260612564854784","50981820747881308160","3367703615589649"
"15","2015","01","15","20150115","30125457160477511680","24934607545760915456","49944772569474654208","NaN","17525541654547423232","11279155877071538176","1213911781158828032","2388553592702238720","76450583480508596224","8808683629538313216","69312741261073489920","3359184871618782"
"16","2015","01","16","20150116","NaN","NaN","95820747206659473408","4710965382360583168","16525523061114193920","7309883814216912896","1526097156236896768","5111338124486188032","82145136515342811136","8032146586395941888","18443490601131595776","3587994575097004"
"17","2015","01","17","20150117","30046821068273418240","26561656800337731584","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","63109946392874246144","3624935426102346"
"18","2015","01","18","20150118","29578359658458193920","26239518759860244480","91178283583499337728","3889918896372300800","15860912943366946816","8895570931767072768","2528476393694455808","2611356734638217728","77882165758223745024","7869365616688935936","55062969964332572672","3338729530147666"
"19","2015","01","19","20150119","3.1728929365016e+19","26286477142861807616","57050374144767680512","122416755061555200","18493482710464946176","11499382699512875008","2067283828354528256","6544648256606678016","73822792342323134464","7093166761778264064","62412283446673137664","3299341140754114"
"20","2015","01","20","20150120","30248411554111569920","3.5085787508724e+19","1.01339453485203e+20","NaN","16498357677577699328","1.1609121650158e+19","1048696752752750336","2686093952254044672","79670733527803691008","8055806962400710656","6.3542759416674e+19","3340424820635072"
"21","2015","01","21","20150121","31625458211089641472","34453780540482654208","82385504373598683136","8307954884510034944","19945148942271922176","9991117950153238528","1919593205308651776","6874464036649884672","83608121184745783296","7403244163566113792","52562739149953515520","3344912278837194"
"22","2015","01","22","20150122","30599600356391890944","43179226824653529088","71510802628874141696","4050147465609615872","16118293867738779648","12407521748134658048","1141314617293513088","2891347239286865920","6.5903031452537e+19","9182700740340970496","5.2818575660438e+19","3317618725470419"
"23","2015","01","23","20150123","31631693438244691968","37018761413666783232","1.13332521700524e+20","3.426168161249e+18","1.8188979170298e+19","8342364211921089536","3324531723164357632","4477609812813560320","7.6097064260746e+19","7412622981713860608","47582733672112734208","3335937276562650"
"24","2015","01","24","20150124","29418483280194621440","34200433623314276352","5.0146191472924e+19","3574102545500633088","18187783719882930176","9017128123300046848","3871915482118356992","3558592214847113216","68135133162623934464","9510600155830323200","5.3826214870352e+19","3290859928650022"
"25","2015","01","25","20150125","30961375768732409856","43040938397982531584","56892871846388441088","2193847686818307328","15590318092226353152","8726702998327479296","4890829265468982272","4443972816392014336","72507662407756414976","8477738822677409792","4.6434644388023e+19","3263746884909063"
"26","2015","01","26","20150126","29817955280204152832","40204997396644249600","4.4924055052171e+19","NaN","16493256259157471232","9877475662800109568","3004989996852576256","1652191557617101568","77883612493925924864","8398729589342249984","48054674715780079616","3235923597378278"
"27","2015","01","27","20150127","29176379031749070848","39380240579998679040","52904611153362444288","2492882169950297600","15118317131929786368","10491649797906794496","2353001036152771584","6460508549719971840","76077867664196583424","7638134981987973120","5.3949244578778e+19","3240158134343952"
"28","2015","01","28","20150128","28667078749000818688","37836048665416556544","44558374762114572288","3371468095147961856","16201743544173455360","8807638167676193792","4510559938315643392","3771619245702093312","79649268648973582336","7280728973145297920","58259435169636737024","3238954814059481"
"29","2015","01","29","20150129","28301809915847516160","35392494409484054528","71802745394701434880","4312788436143435776","16412776819286315008","9215225135368621056","1689744206260781568","2913239380804081152","83455393413522702336","7263700873957074944","48642406501425364992","3236053191074919"
"30","2015","01","30","20150130","29463745648950050816","36763486293803335680","81466437631713624064","6975499000947714048","1.4855396978301e+19","7691148169747384320","4341900892053528064","5475930816744434688","82519511032249384960","7178001710061438976","55442320210324439040","3241661233057050"
"31","2015","01","31","20150131","29242023686947237888","39949480457178062848","65057157407150571520","2372241706911364096","16332302409796118528","9561438997114550272","2120269812672877312","4734074436422153216","84622218029204930560","7991032095709286400","4.6180324758822e+19","3225787148746286"
"32","2015","02","01","20150201","3.1021358846288e+19","39979592578179596288","83425606549482930176","6883451075336659968","14552818765865203712","7772841952501602304","3867263360115861504","3042373169370748928","96436207008852230144","7619853259942060032","39936038357804253184","3211797289886454"
"33","2015","02","02","20150202","31303347730410496000","41046703137924300800","57408112402424610816","NaN","16667132396298229760","9561814323888660480","1346011476405297664","2863808985737315840","9.4121601581531e+19","7.905654021014e+18","54377606428634800128","3246021130767166"
"34","2015","02","03","20150203","3.014811428729e+19","46097385297292828672","69056333665655431168","6170768606098727936","14112376340095946752","8867310162979994624","1592550470567941632","3260589408071964160","94981438167691853824","7689666870737481728","62108263808819888128","3213053091334297"
"35","2015","02","04","20150204","28912585703867375616","40472932979027927040","53153854537274155008","9690185040766085120","16859498878038867968","7903969858714498048","1389545068259442688","5376566284452431872","84823386780581445632","7504647783755801600","43516033309854539776","3169876389989406"
"36","2015","02","05","20150205","28810150684560064512","39270938792928370688","81658474647368564736","5377055774729063424","13998426496793544704","9166243397091204096","1346475524990139392","2758206300566323200","84248489633464352768","7940060538283474944","57982713745829470208","3169700760242604"
"37","2015","02","06","20150206","31313645504949784576","39008991511188381696","73630461695550201856","6969120861887352832","14730156498858745856","8299718076008290304","2016613962169990144","4376017568161244160","86797563192528830464","7559774120595590144","5.4149497846126e+19","3151101616436588"
"38","2015","02","07","20150207","2.9493169906861e+19","41527067928264736768","63496622136095268864","4195406697352659456","14947379113652944896","10248604104782440448","1554423006391976960","2783369148878902784","81354825771978899456","8563928644240063488","47194168833630232576","3128645137361752"
"39","2015","02","08","20150208","31457484390240526336","44100431405448527872","92717119520523436032","2969945976595847680","15840013733753399296","7303513877553167360","2448309078459527680","3108679207002635264","79791433958746685440","7722286561738343424","41317676729345187840","3118987685007678"
"40","2015","02","09","20150209","28849689278050480128","39988793312636592128","63205688510185439232","1783633016281928192","15246867088911308800","8152407135067832320","1462749905691869184","2554966956046286848","73482929533673136128","8165027555974032384","44128510010075938816","3084266960947827"
"41","2015","02","10","20150210","29124721117175447552","40373895431586103296","87173186160490774528","3868503153596819456","15244179521785704448","8387359481583779840","2928279645138121728","5131271164712038400","86075867361623195648","7202953498011868160","50697151922398380032","3116536438690186"
"42","2015","02","11","20150211","28536737415914369024","40651675169682898944","51327149910009126912","2485138911969696768","18572636940016717824","7281633835292914688","4579668260238201856","3533386907310957568","81880410370184626176","7205908139862716416","5.8719066475119e+19","3096356777230939"
"43","2015","02","12","20150212","29216688501512159232","44109492803697893376","87838204476982165504","6417149566092399616","15608912884393670656","8993363025189089280","4166706324856722432","4357205796182597632","81395699293104128000","6927497600013096960","55354508028729491456","3110170214955326"
"44","2015","02","13","20150213","29480631298309636096","40794394035237642240","6.6705593053515e+19","9982721990915522560","19810910548318760960","7775479714583161856","2652499558803057152","4103447783943924224","79541775208167440384","6776443841367351296","57996512727641399296","3097591001979349"
"45","2015","02","14","20150214","29086873504057765888","45622673733342232576","81800687021209665536","6246112338102575104","15497357075955478528","11056613394062716928","1849662416491246080","3085774763671497728","81043970502486425600","7518394863004593152","47858415866649944064","3112897660771529"
"46","2015","02","15","20150215","30162537423548620800","43919776737924530176","6.1724262322619e+19","5354860173343889408","19209099370090541056","7972154603028198400","1797809490358752000","3386297135007943168","78579934746353614848","7778737016588717056","46333805520027074560","3045484775159771"
"47","2015","02","16","20150216","29205351192137216000","41888521594950598656","58563887225877495808","5091875004853539840","15959808938075115520","8774324826743557120","1348093127611762688","2045614457303859200","84748533269379186688","8210036890615259136","46686300694236364800","2997624253983120"
"48","2015","02","17","20150217","NaN","NaN","86403585610449207296","6566640786113680384","1.6295161295817e+19","7947557347300953088","3153177816826315776","3146673035985128448","90936466825095626752","8137854259593326592","34051398227677450240","3193109707691696"
"49","2015","02","18","20150218","28096407568459603968","43762031186207268864","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","6.2845397651555e+19","3195327652061294"
"50","2015","02","19","20150219","28671251366472679424","44956413427838509056","60104494655865118720","7919581553015539712","1.7802677385049e+19","8481682744837174272","2956095260712829952","4800715437862370304","98786734841873776640","8467390307407175680","53687264963318243328","3063374756569723"
"51","2015","02","20","20150220","29294837496437219328","44702875557381849088","48003686992821411840","7387869477366706176","19724978128758210560","8150709755826936832","4611227178429079552","3119325984452268032","9.4890322206265e+19","7378765324962197504","53977605375561375744","3019740107965916"
"52","2015","02","21","20150221","30938871757766668288","45778800054926516224","51675633283738091520","8695152643920159744","16683085364093405184","10603764515598712832","2526462847044101632","3461818199960867840","94141022691018768384","8456462623476306944","51515073673012264960","2975109259342070"
"53","2015","02","22","20150222","30946622813955153920","50638194299473805312","53445272390887931904","5487463025784251392","20487012847664599040","9954601211110068224","2399836983383153152","2762634300953309184","88525732378522861568","7570189390030622720","47891596212177510400","2970119975666482"
"54","2015","02","23","20150223","2.9069941941132e+19","46075602353803821056","59760091623012204544","4010652010546816512","18369829952572121088","10929330706502868992","2705418132410659840","1966562541032926720","93703172987150286848","8256021082433329152","52213650091751301120","2975619418573941"
"55","2015","02","24","20150224","30786284607882756096","45453566286280130560","63628105024423092224","6969379433728623616","19310239056171773952","8122983499510877184","2427060953255755776","3.931323516044e+18","91601052257200832512","8978237442718333952","49313147635243802624","2950434822345624"
"56","2015","02","25","20150225","2.9543155448545e+19","49396083690334437376","50733755838485839872","5942689291541443584","1.9615281253273e+19","9391433056868141056","NaN","2520949011142445056","96337466734373355520","9279115770935414784","57932712053254529024","2966028815322291"
"57","2015","02","26","20150226","30839611141892603904","50514598198243770368","82503883521452359680","7580224462049026048","17780788731237083136","9018632215337959424","3782946862479115264","2541247034815577600","97612414096726425600","8878007870732241920","52515519423759622144","2970768450249555"
"58","2015","02","27","20150227","30032778453677588480","52986315665834278912","49823108968650063872","6303172308027181056","19346658451098382336","9660497056509968384","3632319247676491776","3920011411735969792","88609769976744280064","9248070332136896512","58708791204620681216","2948143365611169"
"59","2015","02","28","20150228","30384926432998412288","54735306666799333376","48959806992157474816","6001820807968595968","19215591870663913472","10712048253885892608","3566145074515410944","2719680849719514112","85822364469033238528","9751708593397563392","62203237974218711040","2939984999803938"
"60","2015","03","01","20150301","32095278286431145984","53747622715403829248","63318649781580529664","4962860977491746816","16004307473066385408","10011781668773298176","3674266125029987840","3670025826079866880","81264425215098814464","8956482142275720192","44448185937430274048","2874864026512848"
"61","2015","03","02","20150302","29604063644889419776","53113298586852450304","69580951907342262272","6132754554280994816","15548729443686498304","1.0631761340699e+19","1900775306738794496","3531020852589656576","83659798836921270272","9055300431883847680","52203854705834803200","2853990163307362"
"62","2015","03","03","20150303","31837823050788683776","52187631409105534976","65233353875995410432","5211702680330679296","21292568385327075328","9009941156201357312","2912100433655509504","12529604229574164480","83559213021066428416","9078310659815268352","50980145687105806336","2802060409617562"
"63","2015","03","04","20150304","29081644934523777024","5.1343494985989e+19","63095555883292475392","3376989574773056512","1.8591555211904e+19","9749043754982256640","1.981839757906e+18","3477025037242859520","85760219683898343424","9255965257327118336","50804499983970910208","2796309813657954"
"64","2015","03","05","20150305","32013570434512113664","5.1063814944522e+19","82352281125966430208","4936943575455463424","17623702630379796480","8776977096036300800","4080331745637599232","4795806063231409152","89877863302779453440","8872844805924749312","52700292699612610560","2804724943136802"
"65","2015","03","06","20150306","31613266329718525952","53498086320581877760","66157700969916547072","NaN","17985594763034800128","9640675724940759040","1462801997404045312","2360162063173163520","92165693546767122432","7885649063072985088","59923014575755173888","2801046521889620"
"66","2015","03","07","20150307","29472936537294286848","55068336748359901184","78763864779484905472","6008776441198697472","17457819138168627200","10219565702716416000","3395607859860943360","2768732513264020480","97023481385368879104","9000312270612806656","53638904729275187200","2801745161225059"
"67","2015","03","08","20150308","29076096026389483520","56872520242086723584","55487412058391871488","4372097779850803200","18172216854772813824","10146931642654433280","3237930161232527360","2.375621561665e+18","96610042301980311552","8842750316178679808","52546925352300511232","2786186757855288"
"68","2015","03","09","20150309","28669723084400934912","56242995931700199424","60668197359214493696","6254531863797622784","17071547966880088064","1.0961556072279e+19","3112864076644569600","1986874141110248704","1.03091082894166e+20","8765940947400969216","54056229239644282880","2761753931292733"
"69","2015","03","10","20150310","30497978961194778624","55779403986015272960","68375129738081304576","8020072390266232832","19609609050251689984","8.822782043303e+18","3639118776693970432","3664792170246910464","1.00707771834612e+20","8414799231438647296","53189519338059087872","2755514531106302"
"70","2015","03","11","20150311","30024038732320174080","52874625564200632320","80270134779539161088","3777102309818439168","1.7558889946766e+19","1.0647477405209e+19","3458239857814192128","4214001139669250048","1.02338060435502e+20","8311593231943734272","56053666205689413632","2751832428141532"
"71","2015","03","12","20150312","29561455042429796352","56282370813431922688","86800588385265565696","5732139385578135552","22190636433542250496","10782988895612862464","3710143147919742976","5661374689000684544","94164969098901602304","8482582015373305856","59138971249881636864","2745098224424934"
"72","2015","03","13","20150313","29393606227379892224","56675572258489376768","62036245012235558912","2434539704582633984","20203793418021818368","9777316395401046016","2177852457969778688","3573384948283860992","95136845327243853824","7833015632214057984","54717893978950721536","2679898886384762"
"73","2015","03","14","20150314","30088994519742672896","57906849869696827392","96362334309978816512","4558750524079502336","20043844276216750080","10113853390847447040","3.437631032201e+18","4108681104773816320","1.00984120091558e+20","8434959585340505088","52967487536491847680","2700184033708422"
"74","2015","03","15","20150315","30202612089536135168","62106401773296222208","5.998255932649e+19","5855418947888742400","18569159421622890496","9752061014211297280","1686395819212059904","2705998582764610048","93563618239283462144","8314317393216143360","5.6089556573741e+19","2643276536196634"
"75","2015","03","16","20150316","30382395731143512064","68213310112103432192","80545654775639539712","7199276543630476288","1.7037860077719e+19","9705480348633276416","1996203007778370048","3882666329893493248","98292901784653725696","9089212845159387136","63437695232891428864","2706952458794608"
"76","2015","03","17","20150317","3.1086634391539e+19","6.8803287363476e+19","62210318638328766464","7456455360728109056","1.9136710985562e+19","9298751304698499072","1955173683215542784","4520409404076052480","98180482337107427328","8721545849562008576","60957510118639886336","2686667384565354"
"77","2015","03","18","20150318","29619592237113630720","67405634705064452096","66486098171074789376","8307448970024583168","17855345349666131968","10359567709295609856","2398443272238914560","2733080693923064320","1.04346064522176e+20","8541857419267272704","63654828213603213312","2679593845593097"
"78","2015","03","19","20150319","31261556027167780864","64391915086659518464","68429061856659546112","8248253920245296128","20730856106518401024","9992495436024457216","3513650118076459520","3134806333702799360","1.05710033123927e+20","9165007857516549120","57757522614186450944","2658244748434348"
"79","2015","03","20","20150320","30462101991920517120","6.3399677296698e+19","71888968624337559552","NaN","17810564220701212672","NaN","1922243532168014336","3052678915810714624","1.0182653029296e+20","NaN","55252730667208433664","2633879550995658"
"80","2015","03","21","20150321","NaN","48435275690696654848","81659890722617081856","12861741987599355904","20461641945837477888","9263138636368465920","2348793316289200640","3927728476088405504","1.16526442293358e+20","8549085863453345792","48530530708692713472","2733224616699387"
"81","2015","03","22","20150322","28425745190446759936","64180650800992542720","NaN","NaN","NaN","NaN","NaN","NaN","1.09630591392179e+20","NaN","61889068688988495872","2511628802058642"
"82","2015","03","23","20150323","28601238197225930752","6.3188303079804e+19","78734044468883111936","7435680771875636224","20289989714670383104","9532310321530802176","3296353661007834112","3791943270863074816","1.25986148777478e+20","9368849773968140288","62152557707711242240","2671912956198222"
"83","2015","03","24","20150324","29806871182476394496","62604141985429225472","64202435314345697280","11183012062886744064","22114094731351441408","9157456190160561152","2519902324239892480","3657927943432341504","1.27271888386114e+20","9052505892210944000","61936477492950253568","2680161442260853"
"84","2015","03","25","20150325","29402924338135339008","6.1739965196839e+19","95054449985865678848","9444450919147110400","21194756666535305216","10630305513776824320","2365161216379068928","3037394129052578816","1.27965845112253e+20","8997836317669188608","57579135310078869504","2727994596718294"
"85","2015","03","26","20150326","29236048513882595328","62953606527605317632","69588127505163804672","6410097218085108736","21685960212120596480","8795579507501339648","2705863640698424832","4386276620852510208","1.23213076025183e+20","8579169348242289664","57088974145062518784","2701037974948242"
"86","2015","03","27","20150327","28102372973720207360","6.669142810479e+19","80548508453838913536","2308089973610032128","18905217471097532416","10172995884701648896","1585623945199022336","2810417982545592320","1.2392598895723e+20","8865340381620502528","57354181314124169216","2721049585452886"
"87","2015","03","28","20150328","29038080009088086016","67640147911929257984","8.187437771094e+19","5102037706309940224","2.0942701960572e+19","9613787742984765440","2401307646407876096","5325789845268862976","1.23229041508214e+20","8740348508346422272","61624461919469207552","2720412693063057"
"88","2015","03","29","20150329","28332425119725838336","69327546330338787328","73018258681887268864","-779653111069627648","19802604841495805952","9281798808041684992","1617012725629700096","3168048263424125952","1.24056909859202e+20","8652191441641731072","60307642628473380864","2718427196877184"
"89","2015","03","30","20150330","29617538274558767104","67802374416305889280","97337398192359702528","5857536576404070400","16633635997959479296","8570830158122227712","3430298541195634176","3869151955492748800","1.25283636495066e+20","9044457128058653696","63642557802746806272","2730921607750635"
"90","2015","03","31","20150331","2.9645470863034e+19","69799789502008778752","69106465892277420032","4922207648507494400","19248690403752165376","9759964604152901632","1870470039811915776","5623512427744648192","1.24234526411257e+20","9811244160174022656","64263461452218744832","2719271640512322"
"91","2015","04","01","20150401","30217305488235319296","69960080140610248704","59879669927488405504","4013238777833728512","17756987770761072640","10111685138646145024","2522063430524219392","2553713567373269504","1.31457003386166e+20","9773494844694095872","63361660751235276800","2714545352826274"
"92","2015","04","02","20150402","30153270003886239744","70034335629561085952","63542074507158593536","5873452575234134016","20185651106115850240","10686369936061655040","2807993079484542976","3252377128296069632","1.34010672184567e+20","9071654065897919488","6.3000904330073e+19","2703034290861284"
"93","2015","04","03","20150403","29833364092379430912","73754693426732163072","69790189535525371904","2969350942972403712","17861385671736219648","10031555550061654016","2434934741723304448","1668536031737719552","1.44281627533582e+20","9215484878428963840","59173684977219649536","2739863034357192"
"94","2015","04","04","20150404","30627091457505624064","76270893313604173824","68442239091073925120","3754690304624084992","2.2258976386981e+19","9230121811853164544","2001141705366759424","3131755724274314240","1.46998275536117e+20","8817264425525641216","66153056024389812224","2800167038505888"
"95","2015","04","05","20150405","27517037027411238912","77126855240553463808","68461138163561807872","2863558312565842944","19808158184473133056","9164456216863629312","1856006757944393728","2288597323124239104","1.50812854516412e+20","9352676155865266176","64572645369688170496","2824323475730576"
"96","2015","04","06","20150406","30208820601259511808","78999762014201708544","65470355087230836736","3790165790799587840","18915135116552708096","8695794236145466368","2480107428740179456","6358772243871990784","1.51597857777789e+20","9329690399576506368","63095976692449509376","2810429262316311"
"97","2015","04","07","20150407","28888335039668875264","78403491129365692416","60160968824594472960","5065078051229289472","19561617101038931968","8620611134906526720","1840303995390787584","2602445182056099328","1.51424098093052e+20","1.0453440286117e+19","63173216120132182016","2791155807442919"
"98","2015","04","08","20150408","28534112192581115904","78532952672685654016","80054839366279806976","5918874883735087104","18860085241354878976","8732161033451116544","3267531012870133248","2561378732269517312","1.53577060065046e+20","10364733949435793408","64162293566923710464","2813113897453311"
"99","2015","04","09","20150409","29170762836572700672","79683846119044317184","62792363134824316928","7768468456553561088","20070106788774064128","9928288157794848768","4152657076098745856","2596397815781036032","1.48525052192822e+20","9682472344393779200","66811103505247830016","2830150271260093"
"100","2015","04","10","20150410","29957561403374551040","8.1973519094512e+19","75695446477019496448","6943565335211540480","18367204664723363840","9354797447851730944","3334175035399133184","2026730113460279552","1.54575546323884e+20","8766255663206059008","68013480612617510912","2852906824754956"
"101","2015","04","11","20150411","30438048156782215168","82813925391726444544","6.1684537889761e+19","4378999334762760704","21548845418406600704","8588581281106147328","2638173204598181888","3233303762649626624","1.5567116095557e+20","8503144332181705728","68521267375238283264","2863255364778772"
"102","2015","04","12","20150412","29903871415698472960","82738745766398443520","66791124302376697856","4505214182449536512","17924922733430333440","9153961967007324160","2566208500466395136","2838229592621813248","1.57353960468147e+20","9012737682725218304","66903524252397723648","2866281290311236"
"103","2015","04","13","20150413","30090434913692680192","82741532153432686592","73759948076344918016","5119599126515780608","19867970762717876224","8861497885407043584","2876234649531580416","2692061691097508352","1.55941576581735e+20","9099179904257410048","67570104265227362304","2883885607247354"
"104","2015","04","14","20150414","28197722074479501312","84892206251871289344","75914918774205218816","6647063996072168448","20167425131914141696","9442447014085609472","2095991236971200512","2725360587462556160","1.56326569081032e+20","8867338807614824448","68663530363665416192","2899343014499220"
"105","2015","04","15","20150415","28721061588192919552","8.5226959234072e+19","7.8697121550484e+19","5.680334207038e+18","18069627634295476224","8954028675788410880","2884063533501251584","5226364942455306240","1.57974286134197e+20","8919361408631393280","69988394831163539456","2916818924558709"
"106","2015","04","16","20150416","30629752283779932160","8.5697312505143e+19","64954219415680647168","3499547541283740160","20076439603107766272","8506428128482290688","1834435157188598784","5185119835709661184","1.56992207237927e+20","9066459639789179904","68910088658346590208","2895945183590260"
"107","2015","04","17","20150417","29641309150634541056","84453959631730900992","87479045885718396928","5268760412920217600","19236166929520300032","7747062820503389184","2595895898500910080","4372507225145585664","1.59718413885841e+20","8937880786803680256","71559060548055162880","2869664522743646"
"108","2015","04","18","20150418","2.9489319120409e+19","84420669538374713344","61541803438187421696","5368708529539609600","22068369538278928384","9806361473951942656","2637283637368664064","4.216496887943e+18","1.63537761802503e+20","9076163894252240896","71049901976171634688","2899668819513792"
"109","2015","04","19","20150419","29707263281103073280","88510376100430266368","55022965400142422016","4382308136458326528","18852141266629775360","9811319748749084672","2604326256615837696","2509042216538620928","1.6652582475527e+20","9569455927818170368","70835911365840781312","2923928224283430"
"110","2015","04","20","20150420","29800805156217602048","88827822585752518656","77077230918520782848","5265381647196356608","2.1401336005279e+19","9472514798570485760","2798597122086790656","NaN","1.6887718150695e+20","9288708579330490368","71540551855124504576","2969112038342191"
"111","2015","04","21","20150421","29574906282773901312","90437694862535933952","7.8464091759726e+19","3883547259898662400","21144280067577843712","9623641807570294784","2410428307130127360","3231548429058952192","1.70750978628752e+20","9263747290197180416","74021532012151586816","3002840776375818"
"112","2015","04","22","20150422","NaN","88622018290147115008","84473565291911151616","5922699556948682752","20669658020597485568","8492050529377879040","3113246623714137600","4335638417328451072","1.70289679113634e+20","9141252708402622464","64917532604682780672","3156658977841418"
"113","2015","04","23","20150423","29226000996560560128","91834956127391563776","NaN","NaN","NaN","NaN","NaN","NaN","1.45543152539406e+20","NaN","71204860773039783936","2959938888147468"
"114","2015","04","24","20150424","29818286583491084288","93881348450303934464","62077455108227465216","8472788219493089280","19663028998226325504","8581337551321746432","3051537408493053440","5117617399213357056","1.67698252001884e+20","9564033136072841216","7.3838669011402e+19","3015285885830304"
"115","2015","04","25","20150425","29739671259788746752","93622631731707084800","79021943523958210560","NaN","21318975324371779584","8769916197973744640","1992023975629484288","3702540706470157312","1.69326768214629e+20","9713450225538961408","72454731264507289600","3060054208642703"
"116","2015","04","26","20150426","29586908043001405440","97355835644458827776","83994252417740390400","4623951307034301440","19391717582167339008","9916555319786088448","2418222120595251712","3627239015530432512","1.71943796922009e+20","9994801756778885120","73198383188951195648","3096615745087721"
"117","2015","04","27","20150427","29943646705445236736","96815291457360773120","80360871669541371904","4678671640432600064","20465247160792899584","9469582964959311872","1841355067963471104","4340228726864044032","1.71117041217094e+20","9661479869210146816","7.4044359561662e+19","3107099024181279"
"118","2015","04","28","20150428","2.9604199985888e+19","98287320206620065792","88563180041157509120","7019985477352787968","19646466116937646080","10114276037697730560","2802428384888953856","3884136506509761024","1.80885776726802e+20","9535007695822843904","75649977230363901952","3135906822682676"
"119","2015","04","29","20150429","29494205042704482304","98350070200194678784","86646556917137063936","6123870110005037056","2.0129614325464e+19","10311892313649108992","3033708683145606144","5072927071651206144","1.80548445175535e+20","9368320555842230272","77871102622359470080","3170808147461260"
"120","2015","04","30","20150430","28243725955110944768","1.00368232908628e+20","8.1181377711965e+19","6239185040495519744","19758417358207164416","9597417375575197696","2549092700839116288","4362666854914140160","1.80218566363887e+20","9243708092198764544","74962749898700423168","3171158743637422"
"121","2015","05","01","20150501","29051619150042345472","99357649735615922176","73614785779200770048","5769443853560431616","18398386339114407936","9604851039377895424","2269746849285637120","4232516661898582016","1.80262036034811e+20","9015196776038768640","73880560008683241472","3162296733873526"
"122","2015","05","02","20150502","28891087261635600384","99467125227765760000","63952221661453344768","4510015491038561792","20563011577991626752","9693950008752973824","1949898746988466176","3260400797423467520","1.80162392004465e+20","9625964361464561664","76062223035352481792","3172667789021540"
"123","2015","05","03","20150503","28916226045603295232","1.02304421264794e+20","71584950561644249088","4529428416358233600","20132217947412930560","9853616738878234624","2435035445821172224","3185808839769839104","1.83890172432631e+20","10262419728091162624","76260141735740162048","3174643163476639"
"124","2015","05","04","20150504","28952270761035116544","1.03035688427786e+20","72352367984262610944","4907105807429686272","21165202049105240064","10755298497778628608","2709642016374915072","3182198370242948096","1.81467261564792e+20","9.323840308343e+18","74984416606351360000","3218077236836090"
